Recency,Frequency,Monetary,R,F,M,RFM_Group,RFM_Score,Segment
31,3,1247.5,4,3,4,434,11,Loyal Customers
11,2,799.48,5,2,3,523,10,Potential Loyalist
52,2,1010.18,3,2,4,324,9,Potential Loyalist
357,1,190.55,1,1,1,111,3,Lost
55,2,642.77,3,2,3,323,8,Potential Loyalist
74,2,921.88,2,2,3,223,7,At Risk / Hibernating
138,3,881.07,2,3,3,233,8,Potential Loyalist
80,3,908.46,2,3,3,233,8,Potential Loyalist
9,2,676.99,5,2,3,523,10,Potential Loyalist
273,1,516.42,1,1,3,113,5,At Risk / Hibernating
291,1,560.47,1,1,3,113,5,At Risk / Hibernating
99,1,305.28000000000003,2,1,2,212,5,At Risk / Hibernating
31,2,629.31,4,2,3,423,9,Potential Loyalist
57,9,3232.59,3,5,5,355,13,Loyal Customers
14,4,1835.91,5,4,4,544,13,Loyal Customers
64,2,656.6800000000001,3,2,3,323,8,Potential Loyalist
15,17,5833.11,4,5,5,455,14,Champions
212,1,348.15000000000003,1,1,2,112,4,Lost
78,3,1214.41,2,3,4,234,9,Potential Loyalist
25,3,271.40000000000003,4,3,2,432,9,Potential Loyalist
250,1,183.4,1,1,1,111,3,Lost
254,1,307.53,1,1,2,112,4,Lost
72,1,248.61,3,1,2,312,6,At Risk / Hibernating
191,1,346.98,1,1,2,112,4,Lost
13,4,1119.49,5,4,4,544,13,Loyal Customers
373,1,205.86,1,1,1,111,3,Lost
24,2,470.8,4,2,2,422,8,Potential Loyalist
82,1,115.46000000000001,2,1,1,211,4,Lost
10,2,344.0,5,2,2,522,9,Potential Loyalist
1,24,4436.12,5,5,5,555,15,Champions
192,1,228.8,1,1,1,111,3,Lost
267,1,177.15,1,1,1,111,3,Lost
130,1,919.61,2,1,3,213,6,At Risk / Hibernating
1,4,729.27,5,4,3,543,12,Loyal Customers
3,26,12627.94,5,5,5,555,15,Champions
4,5,220.10000000000002,5,4,1,541,10,Potential Loyalist
179,1,58.08,2,1,1,211,4,Lost
12,11,28337.38,5,5,5,555,15,Champions
126,9,3613.63,2,5,5,255,12,Loyal Customers
4,2,303.75,5,2,2,522,9,Potential Loyalist
158,2,416.08000000000004,2,2,2,222,6,At Risk / Hibernating
3,97,58825.83,5,5,5,555,15,Champions
9,13,8895.82,5,5,5,555,15,Champions
28,1,345.82,4,1,2,412,7,At Risk / Hibernating
71,5,477.83,3,4,2,342,9,Potential Loyalist
276,8,7832.47,1,5,5,155,11,Loyal Customers
21,12,1927.3200000000002,4,5,4,454,13,Loyal Customers
71,1,74.39999999999999,3,1,1,311,5,At Risk / Hibernating
33,10,6010.42,4,5,5,455,14,Champions
1,28,28882.44,5,5,5,555,15,Champions
99,1,207.35999999999999,2,1,1,211,4,Lost
234,1,101.19,1,1,1,111,3,Lost
1,24,6424.09,5,5,5,555,15,Champions
40,1,243.94,3,1,1,311,5,At Risk / Hibernating
3,6,1098.48,5,5,4,554,14,Champions
133,1,76.5,2,1,1,211,4,Lost
44,4,1531.6200000000001,3,4,4,344,11,Loyal Customers
373,1,350.06,1,1,2,112,4,Lost
60,2,786.54,3,2,3,323,8,Potential Loyalist
31,7,1488.67,4,5,4,454,13,Loyal Customers
1,24,12245.960000000001,5,5,5,555,15,Champions
12,4,2294.78,5,4,5,545,14,Champions
138,1,501.14,2,1,3,213,6,At Risk / Hibernating
22,8,984.91,4,5,4,454,13,Loyal Customers
20,5,1197.81,4,4,4,444,12,Loyal Customers
239,1,30.599999999999998,1,1,1,111,3,Lost
269,1,283.73,1,1,2,112,4,Lost
94,2,922.39,2,2,3,223,7,At Risk / Hibernating
90,3,3866.33,2,3,5,235,10,Potential Loyalist
5,8,2099.64,5,5,5,555,15,Champions
78,1,259.17,2,1,2,212,5,At Risk / Hibernating
94,1,64.0,2,1,1,211,4,Lost
23,3,1073.3,4,3,4,434,11,Loyal Customers
262,1,77.3,1,1,1,111,3,Lost
274,2,109.8,1,2,1,121,4,Lost
86,4,1793.58,2,4,4,244,10,Potential Loyalist
197,1,3096.0,1,1,5,115,7,At Risk / Hibernating
56,5,2607.61,3,4,5,345,12,Loyal Customers
11,8,3650.41,5,5,5,555,15,Champions
22,6,962.39,4,5,4,454,13,Loyal Customers
16,7,5064.94,4,5,5,455,14,Champions
108,3,423.72,2,3,2,232,7,At Risk / Hibernating
85,5,2388.75,2,4,5,245,11,Loyal Customers
19,1,307.09,4,1,2,412,7,At Risk / Hibernating
333,1,110.95,1,1,1,111,3,Lost
40,4,618.52,3,4,3,343,10,Potential Loyalist
26,1,228.91,4,1,1,411,6,At Risk / Hibernating
10,4,712.8000000000001,5,4,3,543,12,Loyal Customers
29,12,3707.12,4,5,5,455,14,Champions
14,4,1676.06,5,4,4,544,13,Loyal Customers
296,1,1257.8700000000001,1,1,4,114,6,At Risk / Hibernating
6,1,486.22,5,1,3,513,9,Potential Loyalist
33,4,971.76,4,4,4,444,12,Loyal Customers
49,4,1741.22,3,4,4,344,11,Loyal Customers
95,4,1201.06,2,4,4,244,10,Potential Loyalist
9,4,1437.85,5,4,4,544,13,Loyal Customers
22,1,91.8,4,1,1,411,6,At Risk / Hibernating
313,1,112.75,1,1,1,111,3,Lost
122,4,1688.29,2,4,4,244,10,Potential Loyalist
46,2,1021.48,3,2,4,324,9,Potential Loyalist
283,1,417.2,1,1,2,112,4,Lost
19,4,779.33,4,4,3,443,11,Loyal Customers
36,4,1319.19,3,4,4,344,11,Loyal Customers
64,2,712.88,3,2,3,323,8,Potential Loyalist
27,1,116.00999999999999,4,1,1,411,6,At Risk / Hibernating
22,3,468.41,4,3,2,432,9,Potential Loyalist
4,2,353.65,5,2,2,522,9,Potential Loyalist
16,3,2813.03,4,3,5,435,12,Loyal Customers
46,1,492.84,3,1,3,313,7,At Risk / Hibernating
65,1,282.45,3,1,2,312,6,At Risk / Hibernating
26,11,5725.47,4,5,5,455,14,Champions
45,1,121.18,3,1,1,311,5,At Risk / Hibernating
8,9,3957.78,5,5,5,555,15,Champions
15,10,1700.29,4,5,4,454,13,Loyal Customers
268,1,71.4,1,1,1,111,3,Lost
40,3,1575.89,3,3,4,334,10,Potential Loyalist
337,1,236.02,1,1,1,111,3,Lost
11,1,114.60000000000001,5,1,1,511,7,At Risk / Hibernating
19,2,260.68,4,2,2,422,8,Potential Loyalist
95,2,911.94,2,2,3,223,7,At Risk / Hibernating
61,1,117.88,3,1,1,311,5,At Risk / Hibernating
136,1,60.7,2,1,1,211,4,Lost
11,4,1797.78,5,4,4,544,13,Loyal Customers
10,6,3401.2400000000002,5,5,5,555,15,Champions
4,37,9802.12,5,5,5,555,15,Champions
19,4,870.09,4,4,3,443,11,Loyal Customers
10,4,869.46,5,4,3,543,12,Loyal Customers
15,2,250.26000000000002,4,2,2,422,8,Potential Loyalist
59,5,1199.42,3,4,4,344,11,Loyal Customers
30,8,5891.61,4,5,5,455,14,Champions
94,1,353.48,2,1,2,212,5,At Risk / Hibernating
10,3,1197.42,5,3,4,534,12,Loyal Customers
20,3,788.08,4,3,3,433,10,Potential Loyalist
57,5,1520.58,3,4,4,344,11,Loyal Customers
268,1,333.74,1,1,2,112,4,Lost
122,3,533.98,2,3,3,233,8,Potential Loyalist
127,1,62.63999999999999,2,1,1,211,4,Lost
78,4,819.2900000000001,2,4,3,243,9,Potential Loyalist
240,2,844.86,1,2,3,123,6,At Risk / Hibernating
200,2,163.20000000000002,1,2,1,121,4,Lost
60,2,2152.95,3,2,5,325,10,Potential Loyalist
3,7,6463.84,5,5,5,555,15,Champions
273,1,108.21000000000001,1,1,1,111,3,Lost
202,1,257.7,1,1,2,112,4,Lost
81,1,358.0,2,1,2,212,5,At Risk / Hibernating
226,1,160.95,1,1,1,111,3,Lost
4,14,2806.97,5,5,5,555,15,Champions
13,7,1357.0,5,5,4,554,14,Champions
74,2,605.12,2,2,3,223,7,At Risk / Hibernating
212,1,1031.07,1,1,4,114,6,At Risk / Hibernating
25,2,744.85,4,2,3,423,9,Potential Loyalist
17,4,700.73,4,4,3,443,11,Loyal Customers
262,1,329.56,1,1,2,112,4,Lost
96,4,648.7,2,4,3,243,9,Potential Loyalist
112,3,270.40000000000003,2,3,2,232,7,At Risk / Hibernating
203,1,600.07,1,1,3,113,5,At Risk / Hibernating
93,1,121.74000000000001,2,1,1,211,4,Lost
51,1,430.5,3,1,2,312,6,At Risk / Hibernating
18,6,1987.3,4,5,4,454,13,Loyal Customers
18,4,501.12,4,4,3,443,11,Loyal Customers
125,2,465.68,2,2,2,222,6,At Risk / Hibernating
92,3,711.41,2,3,3,233,8,Potential Loyalist
157,2,1030.4,2,2,4,224,8,Potential Loyalist
9,2,399.51,5,2,2,522,9,Potential Loyalist
14,1,0.0,5,1,1,511,7,At Risk / Hibernating
12,3,698.58,5,3,3,533,11,Loyal Customers
62,1,292.32,3,1,2,312,6,At Risk / Hibernating
61,1,557.62,3,1,3,313,7,At Risk / Hibernating
269,2,944.1,1,2,4,124,7,At Risk / Hibernating
263,1,200.29,1,1,1,111,3,Lost
1,34,7428.85,5,5,5,555,15,Champions
53,5,2107.66,3,4,5,345,12,Loyal Customers
11,12,3834.2599999999998,5,5,5,555,15,Champions
3,19,4521.49,5,5,5,555,15,Champions
18,10,3192.65,4,5,5,455,14,Champions
1,15,5346.2300000000005,5,5,5,555,15,Champions
366,1,590.0,1,1,3,113,5,At Risk / Hibernating
37,1,217.38,3,1,1,311,5,At Risk / Hibernating
31,2,276.56,4,2,2,422,8,Potential Loyalist
113,1,138.98,2,1,1,211,4,Lost
64,2,590.9300000000001,3,2,3,323,8,Potential Loyalist
16,4,258.4,4,4,2,442,10,Potential Loyalist
41,1,542.73,3,1,3,313,7,At Risk / Hibernating
78,1,137.75,2,1,1,211,4,Lost
122,3,814.86,2,3,3,233,8,Potential Loyalist
18,3,1132.14,4,3,4,434,11,Loyal Customers
60,2,93.66,3,2,1,321,6,At Risk / Hibernating
331,1,201.19,1,1,1,111,3,Lost
23,4,2709.12,4,4,5,445,13,Loyal Customers
156,1,361.11,2,1,2,212,5,At Risk / Hibernating
39,2,578.9399999999999,3,2,3,323,8,Potential Loyalist
190,2,873.74,1,2,3,123,6,At Risk / Hibernating
360,1,201.20000000000002,1,1,1,111,3,Lost
137,1,87.4,2,1,1,211,4,Lost
8,4,2089.85,5,4,5,545,14,Champions
1,1,360.0,5,1,2,512,8,Potential Loyalist
268,1,142.5,1,1,1,111,3,Lost
169,1,371.89,2,1,2,212,5,At Risk / Hibernating
104,4,600.19,2,4,3,243,9,Potential Loyalist
155,1,63.75,2,1,1,211,4,Lost
351,1,300.42,1,1,2,112,4,Lost
4,10,2000.86,5,5,4,554,14,Champions
120,1,15.0,2,1,1,211,4,Lost
23,3,1385.51,4,3,4,434,11,Loyal Customers
7,5,1456.79,5,4,4,544,13,Loyal Customers
28,3,1132.03,4,3,4,434,11,Loyal Customers
4,2,598.57,5,2,3,523,10,Potential Loyalist
22,5,1555.32,4,4,4,444,12,Loyal Customers
2,3,775.94,5,3,3,533,11,Loyal Customers
37,4,5977.7300000000005,3,4,5,345,12,Loyal Customers
66,6,2273.68,3,5,5,355,13,Loyal Customers
1,3,640.76,5,3,3,533,11,Loyal Customers
5,26,10845.550000000001,5,5,5,555,15,Champions
78,4,1548.7,2,4,4,244,10,Potential Loyalist
72,2,567.36,3,2,3,323,8,Potential Loyalist
17,1,199.48000000000002,4,1,1,411,6,At Risk / Hibernating
3,5,787.85,5,4,3,543,12,Loyal Customers
36,10,7121.95,3,5,5,355,13,Loyal Customers
82,1,675.3,2,1,3,213,6,At Risk / Hibernating
39,8,3627.77,3,5,5,355,13,Loyal Customers
316,1,1308.48,1,1,4,114,6,At Risk / Hibernating
32,2,789.0,4,2,3,423,9,Potential Loyalist
93,3,1140.93,2,3,4,234,9,Potential Loyalist
14,1,350.9,5,1,2,512,8,Potential Loyalist
82,3,3536.82,2,3,5,235,10,Potential Loyalist
77,1,795.12,2,1,3,213,6,At Risk / Hibernating
158,1,487.02,2,1,3,213,6,At Risk / Hibernating
201,1,860.12,1,1,3,113,5,At Risk / Hibernating
45,7,10736.48,3,5,5,355,13,Loyal Customers
261,1,775.85,1,1,3,113,5,At Risk / Hibernating
178,1,353.43,2,1,2,212,5,At Risk / Hibernating
68,3,2543.72,3,3,5,335,11,Loyal Customers
288,1,389.5,1,1,2,112,4,Lost
70,1,341.36,3,1,2,312,6,At Risk / Hibernating
64,1,233.76,3,1,1,311,5,At Risk / Hibernating
11,1,247.32,5,1,1,511,7,At Risk / Hibernating
16,2,979.12,4,2,4,424,10,Potential Loyalist
66,1,373.94,3,1,2,312,6,At Risk / Hibernating
60,1,397.97999999999996,3,1,2,312,6,At Risk / Hibernating
71,1,743.53,3,1,3,313,7,At Risk / Hibernating
122,1,674.7,2,1,3,213,6,At Risk / Hibernating
80,1,768.24,2,1,3,213,6,At Risk / Hibernating
257,1,609.95,1,1,3,113,5,At Risk / Hibernating
269,1,439.03,1,1,2,112,4,Lost
64,1,439.56,3,1,2,312,6,At Risk / Hibernating
9,4,3090.7400000000002,5,4,5,545,14,Champions
18,2,992.5,4,2,4,424,10,Potential Loyalist
71,1,134.95999999999998,3,1,1,311,5,At Risk / Hibernating
34,2,2225.37,3,2,5,325,10,Potential Loyalist
50,1,56.160000000000004,3,1,1,311,5,At Risk / Hibernating
257,2,623.4,1,2,3,123,6,At Risk / Hibernating
366,1,308.28000000000003,1,1,2,112,4,Lost
372,1,754.87,1,1,3,113,5,At Risk / Hibernating
90,1,378.64,2,1,2,212,5,At Risk / Hibernating
61,3,3312.25,3,3,5,335,11,Loyal Customers
89,1,778.65,2,1,3,213,6,At Risk / Hibernating
99,3,1019.76,2,3,4,234,9,Potential Loyalist
26,3,572.56,4,3,3,433,10,Potential Loyalist
32,6,3639.31,4,5,5,455,14,Champions
281,1,222.99,1,1,1,111,3,Lost
31,7,4151.93,4,5,5,455,14,Champions
330,1,534.57,1,1,3,113,5,At Risk / Hibernating
131,2,677.1,2,2,3,223,7,At Risk / Hibernating
11,3,797.96,5,3,3,533,11,Loyal Customers
75,1,544.08,2,1,3,213,6,At Risk / Hibernating
204,1,59.8,1,1,1,111,3,Lost
2,8,2520.02,5,5,5,555,15,Champions
185,1,307.72,1,1,2,112,4,Lost
29,2,1360.99,4,2,4,424,10,Potential Loyalist
73,5,1544.13,2,4,4,244,10,Potential Loyalist
192,1,457.34,1,1,2,112,4,Lost
127,2,621.23,2,2,3,223,7,At Risk / Hibernating
18,1,75.0,4,1,1,411,6,At Risk / Hibernating
1,2,252.49,5,2,2,522,9,Potential Loyalist
204,2,557.45,1,2,3,123,6,At Risk / Hibernating
2,62,28117.04,5,5,5,555,15,Champions
24,5,1003.06,4,4,4,444,12,Loyal Customers
107,1,213.55,2,1,1,211,4,Lost
134,3,1390.5,2,3,4,234,9,Potential Loyalist
44,2,712.5,3,2,3,323,8,Potential Loyalist
5,2,640.83,5,2,3,523,10,Potential Loyalist
12,18,6127.43,5,5,5,555,15,Champions
64,1,221.06,3,1,1,311,5,At Risk / Hibernating
150,2,159.85,2,2,1,221,5,At Risk / Hibernating
40,2,1840.58,3,2,4,324,9,Potential Loyalist
64,1,2626.3,3,1,5,315,9,Potential Loyalist
108,3,1624.21,2,3,4,234,9,Potential Loyalist
1,10,3641.32,5,5,5,555,15,Champions
19,3,582.6,4,3,3,433,10,Potential Loyalist
10,1,218.47,5,1,1,511,7,At Risk / Hibernating
11,4,1006.8,5,4,4,544,13,Loyal Customers
19,2,679.45,4,2,3,423,9,Potential Loyalist
67,2,1269.1,3,2,4,324,9,Potential Loyalist
74,2,534.24,2,2,3,223,7,At Risk / Hibernating
5,7,3809.8900000000003,5,5,5,555,15,Champions
2,1,196.89,5,1,1,511,7,At Risk / Hibernating
14,7,3408.06,5,5,5,555,15,Champions
255,1,283.71,1,1,2,112,4,Lost
92,1,296.64,2,1,2,212,5,At Risk / Hibernating
23,3,1129.14,4,3,4,434,11,Loyal Customers
17,6,3539.37,4,5,5,455,14,Champions
24,1,291.88,4,1,2,412,7,At Risk / Hibernating
27,6,2043.7199999999998,4,5,5,455,14,Champions
26,5,2976.15,4,4,5,445,13,Loyal Customers
259,2,590.0,1,2,3,123,6,At Risk / Hibernating
166,2,356.97999999999996,2,2,2,222,6,At Risk / Hibernating
25,2,1058.34,4,2,4,424,10,Potential Loyalist
18,6,1766.72,4,5,4,454,13,Loyal Customers
7,14,9646.57,5,5,5,555,15,Champions
29,2,183.44,4,2,1,421,7,At Risk / Hibernating
39,3,1445.0,3,3,4,334,10,Potential Loyalist
253,1,151.5,1,1,1,111,3,Lost
58,1,674.68,3,1,3,313,7,At Risk / Hibernating
184,1,307.9,1,1,2,112,4,Lost
11,2,1083.71,5,2,4,524,11,Loyal Customers
2,37,5704.97,5,5,5,555,15,Champions
99,2,165.0,2,2,1,221,5,At Risk / Hibernating
1,4,2531.58,5,4,5,545,14,Champions
61,2,422.64,3,2,2,322,7,At Risk / Hibernating
236,1,229.59,1,1,1,111,3,Lost
191,4,1431.78,1,4,4,144,9,Potential Loyalist
179,2,1238.47,2,2,4,224,8,Potential Loyalist
38,6,1454.58,3,5,4,354,12,Loyal Customers
201,2,300.95,1,2,2,122,5,At Risk / Hibernating
46,5,1804.56,3,4,4,344,11,Loyal Customers
232,1,184.64,1,1,1,111,3,Lost
66,1,140.34,3,1,1,311,5,At Risk / Hibernating
241,1,313.8,1,1,2,112,4,Lost
233,1,454.24,1,1,2,112,4,Lost
78,3,1122.41,2,3,4,234,9,Potential Loyalist
58,3,575.4,3,3,3,333,9,Potential Loyalist
17,13,8968.31,4,5,5,455,14,Champions
105,4,449.52,2,4,2,242,8,Potential Loyalist
52,10,1215.82,3,5,4,354,12,Loyal Customers
136,3,1269.84,2,3,4,234,9,Potential Loyalist
275,2,498.63,1,2,3,123,6,At Risk / Hibernating
312,1,316.26000000000005,1,1,2,112,4,Lost
8,5,2044.8700000000001,5,4,5,545,14,Champions
11,2,653.33,5,2,3,523,10,Potential Loyalist
283,2,348.05,1,2,2,122,5,At Risk / Hibernating
18,5,1159.11,4,4,4,444,12,Loyal Customers
23,3,1166.77,4,3,4,434,11,Loyal Customers
288,1,1340.32,1,1,4,114,6,At Risk / Hibernating
17,3,292.0,4,3,2,432,9,Potential Loyalist
71,1,216.85,3,1,1,311,5,At Risk / Hibernating
64,1,295.93,3,1,2,312,6,At Risk / Hibernating
73,4,3633.63,2,4,5,245,11,Loyal Customers
316,2,458.52,1,2,2,122,5,At Risk / Hibernating
3,4,2479.16,5,4,5,545,14,Champions
244,1,110.97,1,1,1,111,3,Lost
9,6,964.72,5,5,4,554,14,Champions
1,4,1791.56,5,4,4,544,13,Loyal Customers
261,1,251.21,1,1,2,112,4,Lost
127,1,205.1,2,1,1,211,4,Lost
74,1,152.20000000000002,2,1,1,211,4,Lost
73,4,891.12,2,4,3,243,9,Potential Loyalist
21,3,1389.41,4,3,4,434,11,Loyal Customers
60,3,2128.42,3,3,5,335,11,Loyal Customers
86,1,659.4399999999999,2,1,3,213,6,At Risk / Hibernating
78,1,122.75,2,1,1,211,4,Lost
59,6,2984.35,3,5,5,355,13,Loyal Customers
1,3,1092.39,5,3,4,534,12,Loyal Customers
30,1,125.80000000000001,4,1,1,411,6,At Risk / Hibernating
33,5,3964.88,4,4,5,445,13,Loyal Customers
41,5,680.1800000000001,3,4,3,343,10,Potential Loyalist
15,2,628.78,4,2,3,423,9,Potential Loyalist
34,7,2287.51,3,5,5,355,13,Loyal Customers
79,2,307.76,2,2,2,222,6,At Risk / Hibernating
205,2,483.8,1,2,2,122,5,At Risk / Hibernating
34,1,210.31,3,1,1,311,5,At Risk / Hibernating
183,3,270.79,1,3,2,132,6,At Risk / Hibernating
2,25,5870.08,5,5,5,555,15,Champions
1,7,3448.29,5,5,5,555,15,Champions
43,7,1280.85,3,5,4,354,12,Loyal Customers
86,3,631.34,2,3,3,233,8,Potential Loyalist
40,2,291.41,3,2,2,322,7,At Risk / Hibernating
12,3,626.99,5,3,3,533,11,Loyal Customers
96,2,682.41,2,2,3,223,7,At Risk / Hibernating
26,7,918.2,4,5,3,453,12,Loyal Customers
319,1,91.80000000000001,1,1,1,111,3,Lost
66,12,3740.07,3,5,5,355,13,Loyal Customers
74,4,4149.28,2,4,5,245,11,Loyal Customers
28,2,584.06,4,2,3,423,9,Potential Loyalist
6,4,605.06,5,4,3,543,12,Loyal Customers
7,1,174.37,5,1,1,511,7,At Risk / Hibernating
216,1,141.85999999999999,1,1,1,111,3,Lost
82,3,1799.33,2,3,4,234,9,Potential Loyalist
84,2,777.53,2,2,3,223,7,At Risk / Hibernating
354,2,1198.38,1,2,4,124,7,At Risk / Hibernating
19,2,240.22,4,2,1,421,7,At Risk / Hibernating
41,2,874.71,3,2,3,323,8,Potential Loyalist
173,1,192.85,2,1,1,211,4,Lost
17,2,372.25,4,2,2,422,8,Potential Loyalist
243,1,239.49,1,1,1,111,3,Lost
13,12,2092.32,5,5,5,555,15,Champions
206,1,1384.25,1,1,4,114,6,At Risk / Hibernating
50,2,294.4,3,2,2,322,7,At Risk / Hibernating
23,5,732.0699999999999,4,4,3,443,11,Loyal Customers
10,18,6717.34,5,5,5,555,15,Champions
25,4,1687.6000000000001,4,4,4,444,12,Loyal Customers
15,2,467.04,4,2,2,422,8,Potential Loyalist
309,1,118.0,1,1,1,111,3,Lost
156,1,781.03,2,1,3,213,6,At Risk / Hibernating
307,1,142.4,1,1,1,111,3,Lost
64,1,712.4,3,1,3,313,7,At Risk / Hibernating
16,9,2478.95,4,5,5,455,14,Champions
15,2,379.65,4,2,2,422,8,Potential Loyalist
11,6,1981.92,5,5,4,554,14,Champions
65,3,1117.13,3,3,4,334,10,Potential Loyalist
36,4,247.95999999999998,3,4,1,341,8,Potential Loyalist
108,5,2037.0800000000002,2,4,4,244,10,Potential Loyalist
53,1,396.97,3,1,2,312,6,At Risk / Hibernating
6,2,697.04,5,2,3,523,10,Potential Loyalist
47,1,180.17000000000002,3,1,1,311,5,At Risk / Hibernating
1,21,5153.67,5,5,5,555,15,Champions
312,1,219.52,1,1,1,111,3,Lost
45,2,693.32,3,2,3,323,8,Potential Loyalist
65,1,428.89,3,1,2,312,6,At Risk / Hibernating
26,1,164.34,4,1,1,411,6,At Risk / Hibernating
29,3,280.53999999999996,4,3,2,432,9,Potential Loyalist
40,1,678.01,3,1,3,313,7,At Risk / Hibernating
12,7,1131.88,5,5,4,554,14,Champions
89,3,1171.8,2,3,4,234,9,Potential Loyalist
24,4,1610.46,4,4,4,444,12,Loyal Customers
319,1,417.69,1,1,2,112,4,Lost
40,3,544.18,3,3,3,333,9,Potential Loyalist
174,1,177.34,2,1,1,211,4,Lost
117,1,213.85,2,1,1,211,4,Lost
31,5,747.78,4,4,3,443,11,Loyal Customers
253,1,257.23,1,1,2,112,4,Lost
59,5,1638.47,3,4,4,344,11,Loyal Customers
23,11,7792.36,4,5,5,455,14,Champions
5,7,2031.78,5,5,4,554,14,Champions
100,11,3070.42,2,5,5,255,12,Loyal Customers
25,5,2121.27,4,4,5,445,13,Loyal Customers
33,5,1575.16,4,4,4,444,12,Loyal Customers
68,1,1071.03,3,1,4,314,8,Potential Loyalist
37,5,949.12,3,4,4,344,11,Loyal Customers
52,3,809.25,3,3,3,333,9,Potential Loyalist
16,1,122.64,4,1,1,411,6,At Risk / Hibernating
74,1,1033.34,2,1,4,214,7,At Risk / Hibernating
216,1,354.8,1,1,2,112,4,Lost
31,3,519.44,4,3,3,433,10,Potential Loyalist
16,4,2624.26,4,4,5,445,13,Loyal Customers
120,1,252.1,2,1,2,212,5,At Risk / Hibernating
10,4,1678.1200000000001,5,4,4,544,13,Loyal Customers
257,2,346.6,1,2,2,122,5,At Risk / Hibernating
17,6,1836.34,4,5,4,454,13,Loyal Customers
40,1,79.2,3,1,1,311,5,At Risk / Hibernating
46,3,1095.08,3,3,4,334,10,Potential Loyalist
43,6,2707.33,3,5,5,355,13,Loyal Customers
114,2,932.97,2,2,4,224,8,Potential Loyalist
165,2,379.65,2,2,2,222,6,At Risk / Hibernating
11,2,382.14,5,2,2,522,9,Potential Loyalist
10,5,2639.17,5,4,5,545,14,Champions
206,2,1573.2,1,2,4,124,7,At Risk / Hibernating
86,3,897.76,2,3,3,233,8,Potential Loyalist
179,1,189.47,2,1,1,211,4,Lost
60,3,84.65,3,3,1,331,7,At Risk / Hibernating
149,1,305.02,2,1,2,212,5,At Risk / Hibernating
3,21,6363.59,5,5,5,555,15,Champions
51,2,218.55,3,2,1,321,6,At Risk / Hibernating
75,1,349.7,2,1,2,212,5,At Risk / Hibernating
301,2,186.39000000000001,1,2,1,121,4,Lost
19,2,396.92,4,2,2,422,8,Potential Loyalist
151,2,486.82000000000005,2,2,3,223,7,At Risk / Hibernating
152,1,232.6,2,1,1,211,4,Lost
1,4,3722.42,5,4,5,545,14,Champions
18,4,827.83,4,4,3,443,11,Loyal Customers
187,1,59.5,1,1,1,111,3,Lost
286,1,67.23,1,1,1,111,3,Lost
3,7,3119.44,5,5,5,555,15,Champions
183,1,72.0,1,1,1,111,3,Lost
63,1,910.0,3,1,3,313,7,At Risk / Hibernating
59,1,172.25,3,1,1,311,5,At Risk / Hibernating
25,3,1488.32,4,3,4,434,11,Loyal Customers
4,50,65039.62,5,5,5,555,15,Champions
31,15,2504.13,4,5,5,455,14,Champions
39,1,151.29999999999998,3,1,1,311,5,At Risk / Hibernating
155,1,308.58000000000004,2,1,2,212,5,At Risk / Hibernating
26,10,2265.12,4,5,5,455,14,Champions
318,1,99.5,1,1,1,111,3,Lost
5,9,2308.06,5,5,5,555,15,Champions
8,3,711.86,5,3,3,533,11,Loyal Customers
303,1,330.79,1,1,2,112,4,Lost
267,2,806.41,1,2,3,123,6,At Risk / Hibernating
271,1,294.88,1,1,2,112,4,Lost
4,13,6328.05,5,5,5,555,15,Champions
32,1,180.48,4,1,1,411,6,At Risk / Hibernating
219,2,252.06,1,2,2,122,5,At Risk / Hibernating
247,1,228.84,1,1,1,111,3,Lost
281,5,1079.34,1,4,4,144,9,Potential Loyalist
269,1,138.28,1,1,1,111,3,Lost
32,6,1445.01,4,5,4,454,13,Loyal Customers
246,2,306.55,1,2,2,122,5,At Risk / Hibernating
15,5,1041.68,4,4,4,444,12,Loyal Customers
117,4,799.9,2,4,3,243,9,Potential Loyalist
36,1,524.14,3,1,3,313,7,At Risk / Hibernating
132,3,2375.41,2,3,5,235,10,Potential Loyalist
217,1,199.85000000000002,1,1,1,111,3,Lost
50,8,1980.56,3,5,4,354,12,Loyal Customers
39,2,1079.6599999999999,3,2,4,324,9,Potential Loyalist
29,2,333.48,4,2,2,422,8,Potential Loyalist
37,6,1016.14,3,5,4,354,12,Loyal Customers
136,2,752.6,2,2,3,223,7,At Risk / Hibernating
219,2,610.59,1,2,3,123,6,At Risk / Hibernating
28,1,491.86,4,1,3,413,8,Potential Loyalist
25,4,2885.2400000000002,4,4,5,445,13,Loyal Customers
5,2,731.9,5,2,3,523,10,Potential Loyalist
200,1,339.59999999999997,1,1,2,112,4,Lost
18,1,216.9,4,1,1,411,6,At Risk / Hibernating
241,1,350.75,1,1,2,112,4,Lost
72,3,668.4300000000001,3,3,3,333,9,Potential Loyalist
17,12,3131.02,4,5,5,455,14,Champions
3,7,1341.6,5,5,4,554,14,Champions
95,2,1156.36,2,2,4,224,8,Potential Loyalist
162,1,300.04,2,1,2,212,5,At Risk / Hibernating
374,1,79.6,1,1,1,111,3,Lost
96,5,948.25,2,4,4,244,10,Potential Loyalist
54,5,1647.26,3,4,4,344,11,Loyal Customers
288,1,296.25,1,1,2,112,4,Lost
124,6,1186.28,2,5,4,254,11,Loyal Customers
288,1,741.26,1,1,3,113,5,At Risk / Hibernating
